Rank	NickName	HeroId	Level	FightScore	EquipInfo	XSoulInfo	PartnerInfo	SkillInfo
100	苏武	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
101	司马乐童	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
102	弗兰西斯布莱曼	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
103	蔺煜尓	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
104	布德	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
105	邬文浩	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
106	司徒祺福	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
107	苗舒然	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
108	宗政经略	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
109	阿诺尼森	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
110	皇甫和惬	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
111	摩根居里	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
112	威廉加纳	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
113	司马兴言	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
114	威廉德尼罗	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
115	申屠兴修	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
116	虹玉	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
117	史考特	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
118	邦德	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
119	邬江波	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
120	巴顿康纳利	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
121	摩根乔治	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
122	拓拔宏朗	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
123	夏侯鸿博	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
124	甄雯蕊	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
125	汤姆居里	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
126	东方雅健	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
127	百里承平	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
128	艾玛凯奇	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
129	杰西卡布莱曼	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
130	阿尔杰	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
131	宗政嘉禧	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
132	百里兴昌	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
133	邬艺馨	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
134	阿诺德	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
135	长孙硕	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
136	司徒皓轩	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
137	亚伯	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
138	米金胜	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
139	令狐景天	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
140	柴荦斌	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
141	百里文曜	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
142	我爱保罗	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
143	米冠希	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
144	安罗斯	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
145	端木朋义	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
146	不羁少年V锐泽	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
147	肖恩布莱恩	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
148	玛丽琼斯	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
149	茱丽叶琼斯	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
150	长孙雯	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
151	席鸿萍	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
152	金S波特	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
153	龙绍辉	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
154	狩猎者大卫	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
155	褚阳嘉	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
156	宗政康伯	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
157	司徒学博	1	60	17775	55201*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
158	柴琳	2	60	17775	55207*40*54009|55202*40*54024|55203*40*54024|55204*40*54024|55205*40*54009|55206*40*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
159	罗密欧康纳利	1	60	17775	55101*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
160	晏梦姿	2	60	17775	55107*40*55009|55102*40*55033|55103*40*55033|55104*40*55033|55105*40*55009|55106*40*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
161	比尔牛顿	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
162	龙俊泽	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
163	凯文	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
164	比尔科波拉	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
165	晏松燕	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
166	窦和平	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
167	伍欣雅	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
168	宗政阳州	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
169	宗政和泰	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
170	维托	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
171	龙靖淞	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
172	长孙娟	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
173	皇甫永春	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
174	米沐坤	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
175	轩辕飞舟	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
176	宇文博瀚	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
177	莎拉克林顿	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
178	殷容依	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
179	沃伦德普	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
180	韩弗理	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
181	上官鸿福	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
182	长孙子	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
183	苗士相	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
184	盗墓者X斌蔚	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
185	苗天想	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
186	摩尔根	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
187	褚智鑫	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
188	长孙博	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
189	班杰明派克	1	60	17550	55201*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
190	柴海声	2	60	17550	55207*39*54009|55202*39*54024|55203*39*54024|55204*39*54024|55205*39*54009|55206*39*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
191	维克多邦德	1	60	17550	55101*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
192	爱乐小主I高阳	2	60	17550	55107*39*55009|55102*39*55033|55103*39*55033|55104*39*55033|55105*39*55009|55106*39*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
